protein,PAM50 mRNA
NP_005943,0.2399525568036602
NP_789846,0.21609332792527583
NP_277055,0.3013316311597454
NP_004110,0.22367422717529553
NP_001229757,0.3952518864576019
NP_612815,0.2291041098429243
NP_006279,0.2369439850758868
NP_150638,0.31464500088561576
NP_207837,0.2799628202554585
NP_955374,0.31856832852189465
NP_620590,0.20698868923270122
NP_060047,0.3959737733078272
XP_001716463,0.2497024179706945
NP_065775,0.21485442528229845
NP_001004456,0.22297943688382568
